"filename", "language", "JavaScript", "Handlebars", "JSON", "Log", "XML", "CSS", "TypeScript", "SCSS", "Properties", "comment", "blank", "total"
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\logs\.37b9788170b6ccef2496bb2696e95d262bdc235a-audit.json", "JSON", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 15
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\logs\2025-03-17-app.log", "Log", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\logs\app.log", "Log", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\package-lock.json", "JSON", 0, 0, 6554, 0, 0, 0, 0, 0, 0, 0, 1, 6555
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\package.json", "JSON", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 1, 48
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\server.js", "JavaScript", 117, 0, 0, 0, 0, 0, 0, 0, 0, 23, 26, 166
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\analytics.handlebars", "Handlebars", 0, 211, 0, 0, 0, 0, 0, 0, 0, 2, 24, 237
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\db\adminDB.handlebars", "Handlebars", 0, 317, 0, 0, 0, 0, 0, 0, 0, 16, 21, 354
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\db\classificationDB.handlebars", "Handlebars", 0, 377, 0, 0, 0, 0, 0, 0, 0, 16, 27, 420
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\db\companyDB.handlebars", "Handlebars", 0, 272, 0, 0, 0, 0, 0, 0, 0, 10, 18, 300
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\db\employerDB.handlebars", "Handlebars", 0, 393, 0, 0, 0, 0, 0, 0, 0, 18, 19, 430
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\db\facility_managementDB.handlebars", "Handlebars", 0, 384, 0, 0, 0, 0, 0, 0, 0, 16, 22, 422
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\db\residentDB.handlebars", "Handlebars", 0, 363, 0, 0, 0, 0, 0, 0, 0, 18, 20, 401
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\db\unitTeamDB.handlebars", "Handlebars", 0, 364, 0, 0, 0, 0, 0, 0, 0, 16, 24, 404
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\logs.handlebars", "Handlebars", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 9, 40
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\profiles\adminProfile.handlebars", "Handlebars", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 9, 97
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\profiles\classificationProfile.handlebars", "Handlebars", 0, 91, 0, 0, 0, 0, 0, 0, 0, 1, 13, 105
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\profiles\companyProfile.handlebars", "Handlebars", 0, 238, 0, 0, 0, 0, 0, 0, 0, 12, 22, 272
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\profiles\employerProfile.handlebars", "Handlebars", 0, 92, 0, 0, 0, 0, 0, 0, 0, 2, 18, 112
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\profiles\facility_managementProfile.handlebars", "Handlebars", 0, 94, 0, 0, 0, 0, 0, 0, 0, 1, 16, 111
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\profiles\unitTeamProfile.handlebars", "Handlebars", 0, 89, 0, 0, 0, 0, 0, 0, 0, 1, 16, 106
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\tables\classification.handlebars", "Handlebars", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 5, 64
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\tables\company.handlebars", "Handlebars", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 5, 61
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\tables\employer.handlebars", "Handlebars", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 5, 61
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\tables\facility_management.handlebars", "Handlebars", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 4, 63
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\tables\hiredResidents.handlebars", "Handlebars", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 7, 81
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\tables\resident.handlebars", "Handlebars", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 8, 83
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\admin\tables\unitTeam.handlebars", "Handlebars", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 4, 61
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\auth\login.handlebars", "Handlebars", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 11, 69
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\auth\residentLogin.handlebars", "Handlebars", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 5, 53
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\classification\tables\applicants.handlebars", "Handlebars", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 9, 68
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\classification\tables\clearance.handlebars", "Handlebars", 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 18, 151
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\classification\tables\cleared.handlebars", "Handlebars", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 10, 72
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\classification\tables\employees.handlebars", "Handlebars", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 14, 80
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\classification\tables\residents.handlebars", "Handlebars", 0, 87, 0, 0, 0, 0, 0, 0, 0, 3, 13, 103
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\classification\tables\resumes.handlebars", "Handlebars", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 7, 66
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\clearance\requestHire.handlebars", "Handlebars", 0, 146, 0, 0, 0, 0, 0, 0, 0, 13, 21, 180
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\clearance\requestInterview.handlebars", "Handlebars", 0, 137, 0, 0, 0, 0, 0, 0, 0, 10, 22, 169
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\clearance\requestTermination.handlebars", "Handlebars", 0, 170, 0, 0, 0, 0, 0, 0, 0, 9, 22, 201
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\clearance\reviewClearance.handlebars", "Handlebars", 0, 238, 0, 0, 0, 0, 0, 0, 0, 11, 31, 280
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\clearance\thankYou.handlebars", "Handlebars", 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 3, 15
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\employer\dashboard.handlebars", "Handlebars", 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 19, 231
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\employer\employees.handlebars", "Handlebars", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 11, 77
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\employer\managePositions.handlebars", "Handlebars", 0, 420, 0, 0, 0, 0, 0, 0, 0, 23, 23, 466
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\employer\manageWorkForce.handlebars", "Handlebars", 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 23, 164
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\employer\profiles\jobProfile.handlebars", "Handlebars", 0, 307, 0, 0, 0, 0, 0, 0, 0, 13, 24, 344
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\employer\profiles\residentProfile.handlebars", "Handlebars", 0, 537, 0, 0, 0, 0, 0, 0, 0, 23, 49, 609
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\employer\reports.handlebars", "Handlebars", 0, 269, 0, 0, 0, 0, 0, 0, 0, 0, 24, 293
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\error\403.handlebars", "Handlebars", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\error\404.handlebars", "Handlebars", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\error\410.handlebars", "Handlebars", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\error\500.handlebars", "Handlebars", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\error\residentError\403.handlebars", "Handlebars", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\error\residentError\404.handlebars", "Handlebars", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\error\residentError\500.handlebars", "Handlebars", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\facility_management\tables\applicants.handlebars", "Handlebars", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 12, 71
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\facility_management\tables\clearance.handlebars", "Handlebars", 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 20, 177
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\facility_management\tables\cleared.handlebars", "Handlebars", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 12, 74
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\facility_management\tables\employees.handlebars", "Handlebars", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 16, 82
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\facility_management\tables\residents.handlebars", "Handlebars", 0, 87, 0, 0, 0, 0, 0, 0, 0, 3, 15, 105
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\facility_management\tables\resumes.handlebars", "Handlebars", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 15, 74
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\layouts\main.handlebars", "Handlebars", 0, 27, 0, 0, 0, 0, 0, 0, 0, 6, 13, 46
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\partials\adminTemplate.handlebars", "Handlebars", 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 7, 181
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\partials\arrowUp.handlebars", "Handlebars", 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\partials\classificationTemplate.handlebars", "Handlebars", 0, 181, 0, 0, 0, 0, 0, 0, 0, 0, 10, 191
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\partials\employerTemplate.handlebars", "Handlebars", 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 12, 160
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\partials\facility_managementTemplate.handlebars", "Handlebars", 0, 181, 0, 0, 0, 0, 0, 0, 0, 0, 16, 197
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\partials\footer.handlebars", "Handlebars", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\partials\residentTemplate.handlebars", "Handlebars", 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 10, 113
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\partials\unitTeamTemplate.handlebars", "Handlebars", 0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 13, 200
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\resident\applications.handlebars", "Handlebars", 0, 75, 0, 0, 0, 0, 0, 0, 0, 1, 12, 88
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\resident\dashboard.handlebars", "Handlebars", 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 28, 190
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\resident\faq.handlebars", "Handlebars", 0, 214, 0, 0, 0, 0, 0, 0, 0, 0, 36, 250
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\resident\jobInfo.handlebars", "Handlebars", 0, 113, 0, 0, 0, 0, 0, 0, 0, 1, 17, 131
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\resident\profile.handlebars", "Handlebars", 0, 934, 0, 0, 0, 0, 0, 0, 0, 64, 23, 1021
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\resident\recentActivities.handlebars", "Handlebars", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 12, 61
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\shared\contact.handlebars", "Handlebars", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 11, 115
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\shared\dashboard.handlebars", "Handlebars", 0, 436, 0, 0, 0, 0, 0, 0, 0, 2, 74, 512
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\shared\helpDesk.handlebars", "Handlebars", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 8, 86
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\shared\manageClearanceKDOC.handlebars", "Handlebars", 0, 324, 0, 0, 0, 0, 0, 0, 0, 0, 49, 373
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\shared\manageWorkForceKDOC.handlebars", "Handlebars", 0, 252, 0, 0, 0, 0, 0, 0, 0, 1, 34, 287
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\shared\notifications.handlebars", "Handlebars", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 14, 73
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\shared\recentActivities.handlebars", "Handlebars", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 11, 65
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\shared\reports.handlebars", "Handlebars", 0, 289, 0, 0, 0, 0, 0, 0, 0, 0, 27, 316
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\shared\residentProfile.handlebars", "Handlebars", 0, 1775, 0, 0, 0, 0, 0, 0, 0, 69, 110, 1954
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\unitTeam\requestHire.handlebars", "Handlebars", 0, 177, 0, 0, 0, 0, 0, 0, 0, 12, 30, 219
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\unitTeam\requestInterview.handlebars", "Handlebars", 0, 158, 0, 0, 0, 0, 0, 0, 0, 11, 24, 193
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\unitTeam\requestTermination.handlebars", "Handlebars", 0, 161, 0, 0, 0, 0, 0, 0, 0, 9, 25, 195
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\unitTeam\tables\applicants.handlebars", "Handlebars", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 12, 71
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\unitTeam\tables\clearance.handlebars", "Handlebars", 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 20, 153
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\unitTeam\tables\cleared.handlebars", "Handlebars", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 10, 72
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\unitTeam\tables\employees.handlebars", "Handlebars", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 16, 82
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\unitTeam\tables\interviews.handlebars", "Handlebars", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 16, 84
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\unitTeam\tables\residents.handlebars", "Handlebars", 0, 87, 0, 0, 0, 0, 0, 0, 0, 3, 15, 105
"c:\Users\KCTCodingIm12\Desktop\KCI PI Beta 3.0\views\unitTeam\tables\resumes.handlebars", "Handlebars", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 15, 74
"Total", "-", 379204, 14595, 13512, 0, 1, 44759, 3804, 2080, 1, 62553, 12791, 533300
